Year,Month,Month_Number,Quarter,FFB_1000MT,EFB_1000MT,PKS_1000MT,POME_1000MT,Mesocarp_Fibre_1000MT,Avg_Temperature_C,Rainfall_mm,Humidity_pct,Wind_Speed_ms,Solar_Radiation_Wm2
1986,Mar,3,Q1,65,14.3,3.9,42.25,8.45,28.26,154.1,84.2,2.2,181.76
1986,Apr,4,Q2,84.5,18.59,5.07,54.925,10.985,28.22,221.79,87.13,2.09,167.18
1986,May,5,Q2,91,20.02,5.46,59.15,11.83,27.24,308.64,88.19,2,157.86
1986,Jun,6,Q2,78,17.16,4.68,50.7,10.14,26.24,362.56,90.14,1.89,147.34
1986,Jul,7,Q3,65,14.3,3.9,42.25,8.45,25.24,385.39,91.2,1.8,139.94
1986,Aug,8,Q3,58.5,12.87,3.51,38.025,7.605,25.23,297.57,91.16,1.69,141.43
1986,Sep,9,Q3,45.5,10.01,2.73,29.575,5.915,25.27,365.41,90.22,1.8,150
1986,Oct,10,Q4,39,8.58,2.34,25.35,5.07,26.3,309.74,89.29,1.91,160.64
1986,Nov,11,Q4,26,5.72,1.56,16.9,3.38,27.29,144.59,85.24,2,178.08
1986,Dec,12,Q4,26,5.72,1.56,16.9,3.38,27.29,42.13,82.3,2.01,185.82
1987,Jan,1,Q1,32,7.04,1.92,20.8,4.16,27.27,45.84,82.2,2,187.66
1987,Feb,2,Q1,38.4,8.448,2.304,24.96,4.992,28.28,67.6,81.26,2.11,192.43
1987,Mar,3,Q1,64,14.08,3.84,41.6,8.32,28.26,154.1,84.2,2.2,181.76
1987,Apr,4,Q2,83.2,18.304,4.992,54.08,10.816,28.22,221.79,87.13,2.09,167.18
1987,May,5,Q2,89.6,19.712,5.376,58.24,11.648,27.24,308.64,88.19,2,157.86
1987,Jun,6,Q2,76.8,16.896,4.608,49.92,9.984,26.24,362.56,90.14,1.89,147.34
1987,Jul,7,Q3,64,14.08,3.84,41.6,8.32,25.24,385.39,91.2,1.8,139.94
1987,Aug,8,Q3,57.6,12.672,3.456,37.44,7.488,25.23,297.57,91.16,1.69,141.43
1987,Sep,9,Q3,44.8,9.856,2.688,29.12,5.824,25.27,365.41,90.22,1.8,150
1987,Oct,10,Q4,38.4,8.448,2.304,24.96,4.992,26.3,309.74,89.29,1.91,160.64
1987,Nov,11,Q4,25.6,5.632,1.536,16.64,3.328,27.29,144.59,85.24,2,178.08
1987,Dec,12,Q4,25.6,5.632,1.536,16.64,3.328,27.29,42.13,82.3,2.01,185.82
1988,Jan,1,Q1,30,6.6,1.8,19.5,3.9,27.27,45.84,82.2,2,187.66
1988,Feb,2,Q1,36,7.92,2.16,23.4,4.68,28.28,67.6,81.26,2.11,192.43
1988,Mar,3,Q1,60,13.2,3.6,39,7.8,28.26,154.1,84.2,2.2,181.76
1988,Apr,4,Q2,78,17.16,4.68,50.7,10.14,28.22,221.79,87.13,2.09,167.18
1988,May,5,Q2,84,18.48,5.04,54.6,10.92,27.24,308.64,88.19,2,157.86
1988,Jun,6,Q2,72,15.84,4.32,46.8,9.36,26.24,362.56,90.14,1.89,147.34
1988,Jul,7,Q3,60,13.2,3.6,39,7.8,25.24,385.39,91.2,1.8,139.94
1988,Aug,8,Q3,54,11.88,3.24,35.1,7.02,25.23,297.57,91.16,1.69,141.43
1988,Sep,9,Q3,42,9.24,2.52,27.3,5.46,25.27,365.41,90.22,1.8,150
1988,Oct,10,Q4,36,7.92,2.16,23.4,4.68,26.3,309.74,89.29,1.91,160.64
1988,Nov,11,Q4,24,5.28,1.44,15.6,3.12,27.29,144.59,85.24,2,178.08
1988,Dec,12,Q4,24,5.28,1.44,15.6,3.12,27.29,42.13,82.3,2.01,185.82
1989,Jan,1,Q1,25,5.5,1.5,16.25,3.25,27.27,45.84,82.2,2,187.66
1989,Feb,2,Q1,30,6.6,1.8,19.5,3.9,28.28,67.6,81.26,2.11,192.43
1989,Mar,3,Q1,50,11,3,32.5,6.5,28.26,154.1,84.2,2.2,181.76
1989,Apr,4,Q2,65,14.3,3.9,42.25,8.45,28.22,221.79,87.13,2.09,167.18
1989,May,5,Q2,70,15.4,4.2,45.5,9.1,27.24,308.64,88.19,2,157.86
1989,Jun,6,Q2,60,13.2,3.6,39,7.8,26.24,362.56,90.14,1.89,147.34
1989,Jul,7,Q3,50,11,3,32.5,6.5,25.24,385.39,91.2,1.8,139.94
1989,Aug,8,Q3,45,9.9,2.7,29.25,5.85,25.23,297.57,91.16,1.69,141.43
1989,Sep,9,Q3,35,7.7,2.1,22.75,4.55,25.27,365.41,90.22,1.8,150
1989,Oct,10,Q4,30,6.6,1.8,19.5,3.9,26.3,309.74,89.29,1.91,160.64
1989,Nov,11,Q4,20,4.4,1.2,13,2.6,27.29,144.59,85.24,2,178.08
1989,Dec,12,Q4,20,4.4,1.2,13,2.6,27.29,42.13,82.3,2.01,185.82
1990,Jan,1,Q1,30,6.6,1.8,19.5,3.9,27.27,45.84,82.2,2,187.66
1990,Feb,2,Q1,36,7.92,2.16,23.4,4.68,28.28,67.6,81.26,2.11,192.43
1990,Mar,3,Q1,60,13.2,3.6,39,7.8,28.26,154.1,84.2,2.2,181.76
1990,Apr,4,Q2,78,17.16,4.68,50.7,10.14,28.22,221.79,87.13,2.09,167.18
1990,May,5,Q2,84,18.48,5.04,54.6,10.92,27.24,308.64,88.19,2,157.86
1990,Jun,6,Q2,72,15.84,4.32,46.8,9.36,26.24,362.56,90.14,1.89,147.34
1990,Jul,7,Q3,60,13.2,3.6,39,7.8,25.24,385.39,91.2,1.8,139.94
1990,Aug,8,Q3,54,11.88,3.24,35.1,7.02,25.23,297.57,91.16,1.69,141.43
1990,Sep,9,Q3,42,9.24,2.52,27.3,5.46,25.27,365.41,90.22,1.8,150
1990,Oct,10,Q4,36,7.92,2.16,23.4,4.68,26.3,309.74,89.29,1.91,160.64
1990,Nov,11,Q4,24,5.28,1.44,15.6,3.12,27.29,144.59,85.24,2,178.08
1990,Dec,12,Q4,24,5.28,1.44,15.6,3.12,27.29,42.13,82.3,2.01,185.82
1991,Jan,1,Q1,31.5,6.93,1.89,20.475,4.095,27.27,45.84,82.2,2,187.66
1991,Feb,2,Q1,37.8,8.316,2.268,24.57,4.914,28.28,67.6,81.26,2.11,192.43
1991,Mar,3,Q1,63,13.86,3.78,40.95,8.19,28.26,154.1,84.2,2.2,181.76
1991,Apr,4,Q2,81.9,18.018,4.914,53.235,10.647,28.22,221.79,87.13,2.09,167.18
1991,May,5,Q2,88.2,19.404,5.292,57.33,11.466,27.24,308.64,88.19,2,157.86
1991,Jun,6,Q2,75.6,16.632,4.536,49.14,9.828,26.24,362.56,90.14,1.89,147.34
1991,Jul,7,Q3,63,13.86,3.78,40.95,8.19,25.24,385.39,91.2,1.8,139.94
1991,Aug,8,Q3,56.7,12.474,3.402,36.855,7.371,25.23,297.57,91.16,1.69,141.43
1991,Sep,9,Q3,44.1,9.702,2.646,28.665,5.733,25.27,365.41,90.22,1.8,150
1991,Oct,10,Q4,37.8,8.316,2.268,24.57,4.914,26.3,309.74,89.29,1.91,160.64
1991,Nov,11,Q4,25.2,5.544,1.512,16.38,3.276,27.29,144.59,85.24,2,178.08
1991,Dec,12,Q4,25.2,5.544,1.512,16.38,3.276,27.29,42.13,82.3,2.01,185.82
1992,Jan,1,Q1,32.5,7.15,1.95,21.125,4.225,27.27,45.84,82.2,2,187.66
1992,Feb,2,Q1,39,8.58,2.34,25.35,5.07,28.28,67.6,81.26,2.11,192.43
1992,Mar,3,Q1,65,14.3,3.9,42.25,8.45,28.26,154.1,84.2,2.2,181.76
1992,Apr,4,Q2,84.5,18.59,5.07,54.925,10.985,28.22,221.79,87.13,2.09,167.18
1992,May,5,Q2,91,20.02,5.46,59.15,11.83,27.24,308.64,88.19,2,157.86
1992,Jun,6,Q2,78,17.16,4.68,50.7,10.14,26.24,362.56,90.14,1.89,147.34
1992,Jul,7,Q3,65,14.3,3.9,42.25,8.45,25.24,385.39,91.2,1.8,139.94
1992,Aug,8,Q3,58.5,12.87,3.51,38.025,7.605,25.23,297.57,91.16,1.69,141.43
1992,Sep,9,Q3,45.5,10.01,2.73,29.575,5.915,25.27,365.41,90.22,1.8,150
1992,Oct,10,Q4,39,8.58,2.34,25.35,5.07,26.3,309.74,89.29,1.91,160.64
1992,Nov,11,Q4,26,5.72,1.56,16.9,3.38,27.29,144.59,85.24,2,178.08
1992,Dec,12,Q4,26,5.72,1.56,16.9,3.38,27.29,42.13,82.3,2.01,185.82
1993,Jan,1,Q1,30,6.6,1.8,19.5,3.9,27.27,45.84,82.2,2,187.66
1993,Feb,2,Q1,36,7.92,2.16,23.4,4.68,28.28,67.6,81.26,2.11,192.43
1993,Mar,3,Q1,60,13.2,3.6,39,7.8,28.26,154.1,84.2,2.2,181.76
1993,Apr,4,Q2,78,17.16,4.68,50.7,10.14,28.22,221.79,87.13,2.09,167.18
1993,May,5,Q2,84,18.48,5.04,54.6,10.92,27.24,308.64,88.19,2,157.86
1993,Jun,6,Q2,72,15.84,4.32,46.8,9.36,26.24,362.56,90.14,1.89,147.34
1993,Jul,7,Q3,60,13.2,3.6,39,7.8,25.24,385.39,91.2,1.8,139.94
1993,Aug,8,Q3,54,11.88,3.24,35.1,7.02,25.23,297.57,91.16,1.69,141.43
1993,Sep,9,Q3,42,9.24,2.52,27.3,5.46,25.27,365.41,90.22,1.8,150
1993,Oct,10,Q4,36,7.92,2.16,23.4,4.68,26.3,309.74,89.29,1.91,160.64
1993,Nov,11,Q4,24,5.28,1.44,15.6,3.12,27.29,144.59,85.24,2,178.08
1993,Dec,12,Q4,24,5.28,1.44,15.6,3.12,27.29,42.13,82.3,2.01,185.82
1994,Jan,1,Q1,28.5,6.27,1.71,18.525,3.705,27.27,45.84,82.2,2,187.66
1994,Feb,2,Q1,34.2,7.524,2.052,22.23,4.446,28.28,67.6,81.26,2.11,192.43
1994,Mar,3,Q1,57,12.54,3.42,37.05,7.41,28.26,154.1,84.2,2.2,181.76
1994,Apr,4,Q2,74.1,16.302,4.446,48.165,9.633,28.22,221.79,87.13,2.09,167.18
1994,May,5,Q2,79.8,17.556,4.788,51.87,10.374,27.24,308.64,88.19,2,157.86
1994,Jun,6,Q2,68.4,15.048,4.104,44.46,8.892,26.24,362.56,90.14,1.89,147.34
1994,Jul,7,Q3,57,12.54,3.42,37.05,7.41,25.24,385.39,91.2,1.8,139.94
1994,Aug,8,Q3,51.3,11.286,3.078,33.345,6.669,25.23,297.57,91.16,1.69,141.43
1994,Sep,9,Q3,39.9,8.778,2.394,25.935,5.187,25.27,365.41,90.22,1.8,150
1994,Oct,10,Q4,34.2,7.524,2.052,22.23,4.446,26.3,309.74,89.29,1.91,160.64
1994,Nov,11,Q4,22.8,5.016,1.368,14.82,2.964,27.29,144.59,85.24,2,178.08
1994,Dec,12,Q4,22.8,5.016,1.368,14.82,2.964,27.29,42.13,82.3,2.01,185.82
1995,Jan,1,Q1,29.5,6.49,1.77,19.175,3.835,27.27,45.84,82.2,2,187.66
1995,Feb,2,Q1,35.4,7.788,2.124,23.01,4.602,28.28,67.6,81.26,2.11,192.43
1995,Mar,3,Q1,59,12.98,3.54,38.35,7.67,28.26,154.1,84.2,2.2,181.76
1995,Apr,4,Q2,76.7,16.874,4.602,49.855,9.971,28.22,221.79,87.13,2.09,167.18
1995,May,5,Q2,82.6,18.172,4.956,53.69,10.738,27.24,308.64,88.19,2,157.86
1995,Jun,6,Q2,70.8,15.576,4.248,46.02,9.204,26.24,362.56,90.14,1.89,147.34
1995,Jul,7,Q3,59,12.98,3.54,38.35,7.67,25.24,385.39,91.2,1.8,139.94
1995,Aug,8,Q3,53.1,11.682,3.186,34.515,6.903,25.23,297.57,91.16,1.69,141.43
1995,Sep,9,Q3,41.3,9.086,2.478,26.845,5.369,25.27,365.41,90.22,1.8,150
1995,Oct,10,Q4,35.4,7.788,2.124,23.01,4.602,26.3,309.74,89.29,1.91,160.64
1995,Nov,11,Q4,23.6,5.192,1.416,15.34,3.068,27.29,144.59,85.24,2,178.08
1995,Dec,12,Q4,23.6,5.192,1.416,15.34,3.068,27.29,42.13,82.3,2.01,185.82
1996,Jan,1,Q1,30,6.6,1.8,19.5,3.9,27.27,45.84,82.2,2,187.66
1996,Feb,2,Q1,36,7.92,2.16,23.4,4.68,28.28,67.6,81.26,2.11,192.43
1996,Mar,3,Q1,60,13.2,3.6,39,7.8,28.26,154.1,84.2,2.2,181.76
1996,Apr,4,Q2,78,17.16,4.68,50.7,10.14,28.22,221.79,87.13,2.09,167.18
1996,May,5,Q2,84,18.48,5.04,54.6,10.92,27.24,308.64,88.19,2,157.86
1996,Jun,6,Q2,72,15.84,4.32,46.8,9.36,26.24,362.56,90.14,1.89,147.34
1996,Jul,7,Q3,60,13.2,3.6,39,7.8,25.24,385.39,91.2,1.8,139.94
1996,Aug,8,Q3,54,11.88,3.24,35.1,7.02,25.23,297.57,91.16,1.69,141.43
1996,Sep,9,Q3,42,9.24,2.52,27.3,5.46,25.27,365.41,90.22,1.8,150
1996,Oct,10,Q4,36,7.92,2.16,23.4,4.68,26.3,309.74,89.29,1.91,160.64
1996,Nov,11,Q4,24,5.28,1.44,15.6,3.12,27.29,144.59,85.24,2,178.08
1996,Dec,12,Q4,24,5.28,1.44,15.6,3.12,27.29,42.13,82.3,2.01,185.82
1997,Jan,1,Q1,32.5,7.15,1.95,21.125,4.225,27.27,45.84,82.2,2,187.66
1997,Feb,2,Q1,39,8.58,2.34,25.35,5.07,28.28,67.6,81.26,2.11,192.43
1997,Mar,3,Q1,65,14.3,3.9,42.25,8.45,28.26,154.1,84.2,2.2,181.76
1997,Apr,4,Q2,84.5,18.59,5.07,54.925,10.985,28.22,221.79,87.13,2.09,167.18
1997,May,5,Q2,91,20.02,5.46,59.15,11.83,27.24,308.64,88.19,2,157.86
1997,Jun,6,Q2,78,17.16,4.68,50.7,10.14,26.24,362.56,90.14,1.89,147.34
1997,Jul,7,Q3,65,14.3,3.9,42.25,8.45,25.24,385.39,91.2,1.8,139.94
1997,Aug,8,Q3,58.5,12.87,3.51,38.025,7.605,25.23,297.57,91.16,1.69,141.43
1997,Sep,9,Q3,45.5,10.01,2.73,29.575,5.915,25.27,365.41,90.22,1.8,150
1997,Oct,10,Q4,39,8.58,2.34,25.35,5.07,26.3,309.74,89.29,1.91,160.64
1997,Nov,11,Q4,26,5.72,1.56,16.9,3.38,27.29,144.59,85.24,2,178.08
1997,Dec,12,Q4,26,5.72,1.56,16.9,3.38,27.29,42.13,82.3,2.01,185.82
1998,Jan,1,Q1,37,8.14,2.22,24.05,4.81,27.27,45.84,82.2,2,187.66
1998,Feb,2,Q1,44.4,9.768,2.664,28.86,5.772,28.28,67.6,81.26,2.11,192.43
1998,Mar,3,Q1,74,16.28,4.44,48.1,9.62,28.26,154.1,84.2,2.2,181.76
1998,Apr,4,Q2,96.2,21.164,5.772,62.53,12.506,28.22,221.79,87.13,2.09,167.18
1998,May,5,Q2,103.6,22.792,6.216,67.34,13.468,27.24,308.64,88.19,2,157.86
1998,Jun,6,Q2,88.8,19.536,5.328,57.72,11.544,26.24,362.56,90.14,1.89,147.34
1998,Jul,7,Q3,74,16.28,4.44,48.1,9.62,25.24,385.39,91.2,1.8,139.94
1998,Aug,8,Q3,66.6,14.652,3.996,43.29,8.658,25.23,297.57,91.16,1.69,141.43
1998,Sep,9,Q3,51.8,11.396,3.108,33.67,6.734,25.27,365.41,90.22,1.8,150
1998,Oct,10,Q4,44.4,9.768,2.664,28.86,5.772,26.3,309.74,89.29,1.91,160.64
1998,Nov,11,Q4,29.6,6.512,1.776,19.24,3.848,27.29,144.59,85.24,2,178.08
1998,Dec,12,Q4,29.6,6.512,1.776,19.24,3.848,27.29,42.13,82.3,2.01,185.82
1999,Jan,1,Q1,38,8.36,2.28,24.7,4.94,27.27,45.84,82.2,2,187.66
1999,Feb,2,Q1,45.6,10.032,2.736,29.64,5.928,28.28,67.6,81.26,2.11,192.43
1999,Mar,3,Q1,76,16.72,4.56,49.4,9.88,28.26,154.1,84.2,2.2,181.76
1999,Apr,4,Q2,98.8,21.736,5.928,64.22,12.844,28.22,221.79,87.13,2.09,167.18
1999,May,5,Q2,106.4,23.408,6.384,69.16,13.832,27.24,308.64,88.19,2,157.86
1999,Jun,6,Q2,91.2,20.064,5.472,59.28,11.856,26.24,362.56,90.14,1.89,147.34
1999,Jul,7,Q3,76,16.72,4.56,49.4,9.88,25.24,385.39,91.2,1.8,139.94
1999,Aug,8,Q3,68.4,15.048,4.104,44.46,8.892,25.23,297.57,91.16,1.69,141.43
1999,Sep,9,Q3,53.2,11.704,3.192,34.58,6.916,25.27,365.41,90.22,1.8,150
1999,Oct,10,Q4,45.6,10.032,2.736,29.64,5.928,26.3,309.74,89.29,1.91,160.64
1999,Nov,11,Q4,30.4,6.688,1.824,19.76,3.952,27.29,144.59,85.24,2,178.08
1999,Dec,12,Q4,30.4,6.688,1.824,19.76,3.952,27.29,42.13,82.3,2.01,185.82
2000,Jan,1,Q1,36.5,8.03,2.19,23.725,4.745,27.27,45.84,82.2,2,187.66
2000,Feb,2,Q1,43.8,9.636,2.628,28.47,5.694,28.28,67.6,81.26,2.11,192.43
2000,Mar,3,Q1,73,16.06,4.38,47.45,9.49,28.26,154.1,84.2,2.2,181.76
2000,Apr,4,Q2,94.9,20.878,5.694,61.685,12.337,28.22,221.79,87.13,2.09,167.18
2000,May,5,Q2,102.2,22.484,6.132,66.43,13.286,27.24,308.64,88.19,2,157.86
2000,Jun,6,Q2,87.6,19.272,5.256,56.94,11.388,26.24,362.56,90.14,1.89,147.34
2000,Jul,7,Q3,73,16.06,4.38,47.45,9.49,25.24,385.39,91.2,1.8,139.94
2000,Aug,8,Q3,65.7,14.454,3.942,42.705,8.541,25.23,297.57,91.16,1.69,141.43
2000,Sep,9,Q3,51.1,11.242,3.066,33.215,6.643,25.27,365.41,90.22,1.8,150
2000,Oct,10,Q4,43.8,9.636,2.628,28.47,5.694,26.3,309.74,89.29,1.91,160.64
2000,Nov,11,Q4,29.2,6.424,1.752,18.98,3.796,27.29,144.59,85.24,2,178.08
2000,Dec,12,Q4,29.2,6.424,1.752,18.98,3.796,27.29,42.13,82.3,2.01,185.82
2001,Jan,1,Q1,38,8.36,2.28,24.7,4.94,27.27,45.84,82.2,2,187.66
2001,Feb,2,Q1,45.6,10.032,2.736,29.64,5.928,28.28,67.6,81.26,2.11,192.43
2001,Mar,3,Q1,76,16.72,4.56,49.4,9.88,28.26,154.1,84.2,2.2,181.76
2001,Apr,4,Q2,98.8,21.736,5.928,64.22,12.844,28.22,221.79,87.13,2.09,167.18
2001,May,5,Q2,106.4,23.408,6.384,69.16,13.832,27.24,308.64,88.19,2,157.86
2001,Jun,6,Q2,91.2,20.064,5.472,59.28,11.856,26.24,362.56,90.14,1.89,147.34
2001,Jul,7,Q3,76,16.72,4.56,49.4,9.88,25.24,385.39,91.2,1.8,139.94
2001,Aug,8,Q3,68.4,15.048,4.104,44.46,8.892,25.23,297.57,91.16,1.69,141.43
2001,Sep,9,Q3,53.2,11.704,3.192,34.58,6.916,25.27,365.41,90.22,1.8,150
2001,Oct,10,Q4,45.6,10.032,2.736,29.64,5.928,26.3,309.74,89.29,1.91,160.64
2001,Nov,11,Q4,30.4,6.688,1.824,19.76,3.952,27.29,144.59,85.24,2,178.08
2001,Dec,12,Q4,30.4,6.688,1.824,19.76,3.952,27.29,42.13,82.3,2.01,185.82
2002,Jan,1,Q1,38.5,8.47,2.31,25.025,5.005,27.27,45.84,82.2,2,187.66
2002,Feb,2,Q1,46.2,10.164,2.772,30.03,6.006,28.28,67.6,81.26,2.11,192.43
2002,Mar,3,Q1,77,16.94,4.62,50.05,10.01,28.26,154.1,84.2,2.2,181.76
2002,Apr,4,Q2,100.1,22.022,6.006,65.065,13.013,28.22,221.79,87.13,2.09,167.18
2002,May,5,Q2,107.8,23.716,6.468,70.07,14.014,27.24,308.64,88.19,2,157.86
2002,Jun,6,Q2,92.4,20.328,5.544,60.06,12.012,26.24,362.56,90.14,1.89,147.34
2002,Jul,7,Q3,77,16.94,4.62,50.05,10.01,25.24,385.39,91.2,1.8,139.94
2002,Aug,8,Q3,69.3,15.246,4.158,45.045,9.009,25.23,297.57,91.16,1.69,141.43
2002,Sep,9,Q3,53.9,11.858,3.234,35.035,7.007,25.27,365.41,90.22,1.8,150
2002,Oct,10,Q4,46.2,10.164,2.772,30.03,6.006,26.3,309.74,89.29,1.91,160.64
2002,Nov,11,Q4,30.8,6.776,1.848,20.02,4.004,27.29,144.59,85.24,2,178.08
2002,Dec,12,Q4,30.8,6.776,1.848,20.02,4.004,27.29,42.13,82.3,2.01,185.82
2003,Jan,1,Q1,39,8.58,2.34,25.35,5.07,27.27,45.84,82.2,2,187.66
2003,Feb,2,Q1,46.8,10.296,2.808,30.42,6.084,28.28,67.6,81.26,2.11,192.43
2003,Mar,3,Q1,78,17.16,4.68,50.7,10.14,28.26,154.1,84.2,2.2,181.76
2003,Apr,4,Q2,101.4,22.308,6.084,65.91,13.182,28.22,221.79,87.13,2.09,167.18
2003,May,5,Q2,109.2,24.024,6.552,70.98,14.196,27.24,308.64,88.19,2,157.86
2003,Jun,6,Q2,93.6,20.592,5.616,60.84,12.168,26.24,362.56,90.14,1.89,147.34
2003,Jul,7,Q3,78,17.16,4.68,50.7,10.14,25.24,385.39,91.2,1.8,139.94
2003,Aug,8,Q3,70.2,15.444,4.212,45.63,9.126,25.23,297.57,91.16,1.69,141.43
2003,Sep,9,Q3,54.6,12.012,3.276,35.49,7.098,25.27,365.41,90.22,1.8,150
2003,Oct,10,Q4,46.8,10.296,2.808,30.42,6.084,26.3,309.74,89.29,1.91,160.64
2003,Nov,11,Q4,31.2,6.864,1.872,20.28,4.056,27.29,144.59,85.24,2,178.08
2003,Dec,12,Q4,31.2,6.864,1.872,20.28,4.056,27.29,42.13,82.3,2.01,185.82
2004,Jan,1,Q1,39.5,8.69,2.37,25.675,5.135,27.27,45.84,82.2,2,187.66
2004,Feb,2,Q1,47.4,10.428,2.844,30.81,6.162,28.28,67.6,81.26,2.11,192.43
2004,Mar,3,Q1,79,17.38,4.74,51.35,10.27,28.26,154.1,84.2,2.2,181.76
2004,Apr,4,Q2,102.7,22.594,6.162,66.755,13.351,28.22,221.79,87.13,2.09,167.18
2004,May,5,Q2,110.6,24.332,6.636,71.89,14.378,27.24,308.64,88.19,2,157.86
2004,Jun,6,Q2,94.8,20.856,5.688,61.62,12.324,26.24,362.56,90.14,1.89,147.34
2004,Jul,7,Q3,79,17.38,4.74,51.35,10.27,25.24,385.39,91.2,1.8,139.94
2004,Aug,8,Q3,71.1,15.642,4.266,46.215,9.243,25.23,297.57,91.16,1.69,141.43
2004,Sep,9,Q3,55.3,12.166,3.318,35.945,7.189,25.27,365.41,90.22,1.8,150
2004,Oct,10,Q4,47.4,10.428,2.844,30.81,6.162,26.3,309.74,89.29,1.91,160.64
2004,Nov,11,Q4,31.6,6.952,1.896,20.54,4.108,27.29,144.59,85.24,2,178.08
2004,Dec,12,Q4,31.6,6.952,1.896,20.54,4.108,27.29,42.13,82.3,2.01,185.82
2005,Jan,1,Q1,40,8.8,2.4,26,5.2,27.27,45.84,82.2,2,187.66
2005,Feb,2,Q1,48,10.56,2.88,31.2,6.24,28.28,67.6,81.26,2.11,192.43
2005,Mar,3,Q1,80,17.6,4.8,52,10.4,28.26,154.1,84.2,2.2,181.76
2005,Apr,4,Q2,104,22.88,6.24,67.6,13.52,28.22,221.79,87.13,2.09,167.18
2005,May,5,Q2,112,24.64,6.72,72.8,14.56,27.24,308.64,88.19,2,157.86
2005,Jun,6,Q2,96,21.12,5.76,62.4,12.48,26.24,362.56,90.14,1.89,147.34
2005,Jul,7,Q3,80,17.6,4.8,52,10.4,25.24,385.39,91.2,1.8,139.94
2005,Aug,8,Q3,72,15.84,4.32,46.8,9.36,25.23,297.57,91.16,1.69,141.43
2005,Sep,9,Q3,56,12.32,3.36,36.4,7.28,25.27,365.41,90.22,1.8,150
2005,Oct,10,Q4,48,10.56,2.88,31.2,6.24,26.3,309.74,89.29,1.91,160.64
2005,Nov,11,Q4,32,7.04,1.92,20.8,4.16,27.29,144.59,85.24,2,178.08
2005,Dec,12,Q4,32,7.04,1.92,20.8,4.16,27.29,42.13,82.3,2.01,185.82
2006,Jan,1,Q1,40.5,8.91,2.43,26.325,5.265,27.27,45.84,82.2,2,187.66
2006,Feb,2,Q1,48.6,10.692,2.916,31.59,6.318,28.28,67.6,81.26,2.11,192.43
2006,Mar,3,Q1,81,17.82,4.86,52.65,10.53,28.26,154.1,84.2,2.2,181.76
2006,Apr,4,Q2,105.3,23.166,6.318,68.445,13.689,28.22,221.79,87.13,2.09,167.18
2006,May,5,Q2,113.4,24.948,6.804,73.71,14.742,27.24,308.64,88.19,2,157.86
2006,Jun,6,Q2,97.2,21.384,5.832,63.18,12.636,26.24,362.56,90.14,1.89,147.34
2006,Jul,7,Q3,81,17.82,4.86,52.65,10.53,25.24,385.39,91.2,1.8,139.94
2006,Aug,8,Q3,72.9,16.038,4.374,47.385,9.477,25.23,297.57,91.16,1.69,141.43
2006,Sep,9,Q3,56.7,12.474,3.402,36.855,7.371,25.27,365.41,90.22,1.8,150
2006,Oct,10,Q4,48.6,10.692,2.916,31.59,6.318,26.3,309.74,89.29,1.91,160.64
2006,Nov,11,Q4,32.4,7.128,1.944,21.06,4.212,27.29,144.59,85.24,2,178.08
2006,Dec,12,Q4,32.4,7.128,1.944,21.06,4.212,27.29,42.13,82.3,2.01,185.82
2007,Jan,1,Q1,41,9.02,2.46,26.65,5.33,27.27,45.84,82.2,2,187.66
2007,Feb,2,Q1,49.2,10.824,2.952,31.98,6.396,28.28,67.6,81.26,2.11,192.43
2007,Mar,3,Q1,82,18.04,4.92,53.3,10.66,28.26,154.1,84.2,2.2,181.76
2007,Apr,4,Q2,106.6,23.452,6.396,69.29,13.858,28.22,221.79,87.13,2.09,167.18
2007,May,5,Q2,114.8,25.256,6.888,74.62,14.924,27.24,308.64,88.19,2,157.86
2007,Jun,6,Q2,98.4,21.648,5.904,63.96,12.792,26.24,362.56,90.14,1.89,147.34
2007,Jul,7,Q3,82,18.04,4.92,53.3,10.66,25.24,385.39,91.2,1.8,139.94
2007,Aug,8,Q3,73.8,16.236,4.428,47.97,9.594,25.23,297.57,91.16,1.69,141.43
2007,Sep,9,Q3,57.4,12.628,3.444,37.31,7.462,25.27,365.41,90.22,1.8,150
2007,Oct,10,Q4,49.2,10.824,2.952,31.98,6.396,26.3,309.74,89.29,1.91,160.64
2007,Nov,11,Q4,32.8,7.216,1.968,21.32,4.264,27.29,144.59,85.24,2,178.08
2007,Dec,12,Q4,32.8,7.216,1.968,21.32,4.264,27.29,42.13,82.3,2.01,185.82
2008,Jan,1,Q1,42.5,9.35,2.55,27.625,5.525,27.27,45.84,82.2,2,187.66
2008,Feb,2,Q1,51,11.22,3.06,33.15,6.63,28.28,67.6,81.26,2.11,192.43
2008,Mar,3,Q1,85,18.7,5.1,55.25,11.05,28.26,154.1,84.2,2.2,181.76
2008,Apr,4,Q2,110.5,24.31,6.63,71.825,14.365,28.22,221.79,87.13,2.09,167.18
2008,May,5,Q2,119,26.18,7.14,77.35,15.47,27.24,308.64,88.19,2,157.86
2008,Jun,6,Q2,102,22.44,6.12,66.3,13.26,26.24,362.56,90.14,1.89,147.34
2008,Jul,7,Q3,85,18.7,5.1,55.25,11.05,25.24,385.39,91.2,1.8,139.94
2008,Aug,8,Q3,76.5,16.83,4.59,49.725,9.945,25.23,297.57,91.16,1.69,141.43
2008,Sep,9,Q3,59.5,13.09,3.57,38.675,7.735,25.27,365.41,90.22,1.8,150
